mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
79000,layer3.5.conv1,0.11916605631510417,-0.3021323055050493,-0.5031539906960407,-1.0,7064.777985016577,239.10352,0.0074489783,0.6034,0,0,0
79000,layer4.2.conv1,0.021233876546223957,0.3294287058594552,-0.3515619350461384,-1.0,1052.0972011016472,178.12514,0.018179776,0.6034,0,0,0
79000,layer3.0.downsample.0,0.5,0.3465391701449289,0.30304954687639996,3.8757083403346146,19.230178982240083,99.482895,6.356988,0.6034,0,0,0
79000,layer3.0.conv1,0.18007066514756945,-0.0749897655715087,-0.07991201014137646,2.3453943104953314,12.467569718029006,113.32155,7.8571696,0.6034,0,0,0
79000,layer1.0.conv2,0.381103515625,0.23937198370166726,0.26960143892759975,3.2103242544302195,17.753167891670476,92.69533,5.850209,0.6034,0,0,0
79000,layer1.1.conv1,0.38818359375,0.20347975592759923,0.2600353904967968,3.225654753626369,18.16863502976724,90.43258,5.7641926,0.6034,0,0,0
79000,layer1.1.conv2,0.3946397569444444,0.3466404586248471,0.36592740937437757,4.251591670168342,23.610811086505162,97.89311,5.5391536,0.6034,0,0,0
79000,layer1.2.conv1,0.357421875,0.2317682926586189,0.2715386272185963,2.979773847542234,15.195947663107994,85.6083,6.444,0.6034,0,0,0
79000,layer1.2.conv2,0.369140625,0.45711610957221965,0.4654745217215627,4.394725107070456,24.531166338271344,93.100586,5.1593738,0.6034,0,0,0
79000,layer2.0.conv1,0.3647596571180556,-0.034543134370480025,0.00809937446534184,2.289761318426443,11.96116502853711,104.24728,8.252041,0.6034,0,0,0
79000,layer3.0.conv2,0.11891343858506945,-0.4296141667585858,-0.4808712996256427,1.1337548247257934,7.099241777877317,146.3847,9.358563,0.6034,0,0,0
79000,layer2.0.conv2,0.2412651909722222,-0.11575642110634154,-0.018990940825916663,2.0591086539450183,12.23801584674353,100.27317,7.524964,0.6034,0,0,0
79000,layer2.1.conv1,0.2422417534722222,0.06437314025040282,0.05838873136788123,3.5190378002358518,23.50325007481594,125.08094,5.173037,0.6034,0,0,0
79000,layer2.1.conv2,0.2413397894965278,0.12706645974870268,0.08438312416103085,4.271107936258349,28.05466098843531,133.03935,5.022926,0.6034,0,0,0
79000,layer2.2.conv1,0.24161783854166666,0.06521907714690035,0.014650287240231681,3.9605017566366745,26.85270917002922,135.8716,4.8814297,0.6034,0,0,0
79000,layer2.2.conv2,0.24049886067708334,0.09460293373620098,0.009268300204192082,4.375125799954561,32.73897241205798,144.26404,4.0913687,0.6034,0,0,0
79000,layer2.3.conv1,0.2413397894965278,0.03612449682547852,0.0022631877857148324,3.8500569491346917,26.304469096580064,131.62616,4.856524,0.6034,0,0,0
79000,layer2.3.conv2,0.2408718532986111,-0.09887074276272817,-0.16861327155259298,3.6402760800923826,28.18281439175097,144.31303,4.08426,0.6034,0,0,0
79000,layer2.0.downsample.0,0.5,0.5379392619974878,0.49458270001390464,2.9318617909485187,11.062606013161371,49.280174,5.844451,0.6034,0,0,0
79000,layer4.2.conv2,0.020171695285373263,0.15802135028947775,-0.4402763535702528,-1.0,1205080.3687849923,172.05876,3.7744227e-05,0.6034,0,0,0
80000,conv1,0.5,0.6542344780966223,0.5235339736711931,2.1203907985892525,5.433132457324533,59.450302,12.664601,0.5988,0,0,0
80000,fc,0.5,0.46048261216758285,0.5129765883318402,3.169437338969389,12.487637612077323,123.89719,13.603661,0.5988,0,0,0
80000,layer4.2.conv2,0.0199784172905816,0.1551011433573993,-0.4426272334486027,-1.0,586.380500775459,170.93515,0.032635134,0.5988,0,0,0
80000,layer3.0.downsample.0,0.5,0.3696966976714596,0.3236769496504739,3.9897012452524927,19.694169520781095,99.74827,6.3616414,0.5988,0,0,0
80000,layer3.1.conv2,0.11929151746961805,-0.3858956631309502,-0.5690273124385352,-1.0,25926.725236109447,246.30711,0.0019610215,0.5988,0,0,0
80000,layer3.2.conv1,0.11197408040364583,0.003940520541537057,-0.3218947252282051,-1.0,722.2348527123846,249.39293,0.15978694,0.5988,0,0,0
80000,layer3.2.conv2,0.11832173665364583,-0.36863703884897225,-0.5602284834314014,-1.0,332523.91488514724,247.97029,0.0002650254,0.5988,0,0,0
80000,layer3.3.conv1,0.11931355794270833,0.21560319485789248,-0.17159512725577747,-1.0,1847.1023937371526,261.19852,0.036141343,0.5988,0,0,0
80000,layer3.3.conv2,0.1191067165798611,-0.38009409211547907,-0.5610597788634881,-1.0,734535.3537152769,241.59428,7.90425e-05,0.5988,0,0,0
80000,layer3.4.conv1,0.1195949978298611,-0.16007229461693911,-0.4184925090479099,-1.0,5843.4942204324025,253.70522,0.008488562,0.5988,0,0,0
80000,layer3.1.conv1,0.11874559190538195,-0.366658766275399,-0.5424833642199812,-1.0,10166.968157150153,231.44792,0.0096791,0.5988,0,0,0
80000,layer3.4.conv2,0.119049072265625,-0.5080908377824623,-0.6002791203354784,-1.0,11555111329.667194,183.59467,2.0752857e-08,0.5988,0,0,0
80000,layer3.5.conv2,0.11906602647569445,-0.4755523226586956,-0.5559508624850898,-1.0,42891534164.47961,169.20416,3.7110186e-09,0.5988,0,0,0
80000,layer4.0.conv1,0.08879937065972222,0.2160884781808862,-0.07018020154062558,3.969354595933799,16.68987443921029,188.45445,9.647956,0.5988,0,0,0
80000,layer4.0.conv2,0.04595820109049479,0.38794320905983937,-0.13990902297587143,5.1839106197179765,17.597011844960434,242.61351,11.259039,0.5988,0,0,0
80000,layer4.0.downsample.0,0.5,0.6813185344648446,0.5976845859372059,5.695666715881113,28.703546925995465,206.40596,10.42467,0.5988,0,0,0
